time,open,high,low,close
2024-06-24T19:00:00,2333.804,2333.804,2330.923,2331.64
2024-06-24T20:00:00,2331.607,2333.853,2331.607,2333.671
2024-06-24T22:00:00,2333.991,2334.39,2331.633,2331.777
2024-06-24T23:00:00,2331.77,2331.969,2330.225,2330.877
2024-06-25T00:00:00,2330.871,2330.927,2328.218,2330.016
2024-06-25T01:00:00,2330.016,2330.908,2323.164,2325.792
2024-06-25T02:00:00,2325.802,2327.028,2324.506,2326.448
2024-06-25T03:00:00,2326.403,2328.532,2324.003,2324.146
2024-06-25T04:00:00,2324.188,2327.782,2322.676,2327.394
2024-06-25T05:00:00,2327.399,2330.078,2324.501,2324.95
2024-06-25T06:00:00,2324.998,2328.172,2323.411,2327.235
2024-06-25T07:00:00,2327.19,2327.647,2324.027,2324.788
2024-06-25T08:00:00,2324.745,2330.551,2322.814,2329.586
2024-06-25T09:00:00,2329.592,2334.096,2329.256,2333.026
2024-06-25T10:00:00,2333.03,2337.088,2332.586,2335.286
2024-06-25T11:00:00,2335.252,2335.811,2327.322,2330.124
2024-06-25T12:00:00,2330.163,2330.458,2323.991,2324.214
2024-06-25T13:00:00,2324.263,2327.422,2320.174,2325.725
2024-06-25T14:00:00,2325.725,2328.216,2319.497,2327.159
2024-06-25T15:00:00,2327.193,2327.726,2315.562,2324.683
2024-06-25T16:00:00,2324.751,2324.987,2315.436,2317.784
2024-06-25T17:00:00,2317.73,2320.077,2316.773,2319.076
2024-06-25T18:00:00,2319.133,2319.745,2317.002,2319.17
2024-06-25T19:00:00,2319.126,2320.644,2318.765,2319.775
2024-06-25T20:00:00,2319.725,2319.896,2317.858,2319.337
2024-06-25T22:00:00,2319.49,2321.289,2318.987,2320.595
2024-06-25T23:00:00,2320.597,2321.427,2318.719,2320.027
2024-06-26T00:00:00,2319.979,2323.903,2317.745,2318.439
2024-06-26T01:00:00,2318.385,2320.713,2310.556,2312.913
2024-06-26T02:00:00,2312.905,2321.695,2312.396,2319.475
2024-06-26T03:00:00,2319.442,2321.076,2316.63,2317.247
2024-06-26T04:00:00,2317.289,2317.695,2315.062,2316.775
2024-06-26T05:00:00,2316.791,2318.131,2311.835,2312.12
2024-06-26T06:00:00,2312.067,2317.387,2309.669,2317.089
2024-06-26T07:00:00,2317.155,2317.345,2312.91,2316.085
2024-06-26T08:00:00,2316.044,2318.01,2312.91,2315.665
2024-06-26T09:00:00,2315.712,2318.424,2315.679,2316.341
2024-06-26T10:00:00,2316.325,2316.469,2307.689,2308.352
2024-06-26T11:00:00,2308.312,2313.95,2304.374,2313.006
2024-06-26T12:00:00,2312.993,2317.804,2310.078,2310.078
2024-06-26T13:00:00,2310.047,2311.6,2293.525,2296.347
2024-06-26T14:00:00,2296.302,2301.273,2295.326,2297.427
2024-06-26T15:00:00,2297.483,2304.151,2295.822,2299.943
2024-06-26T16:00:00,2299.919,2302.197,2298.401,2299.711
2024-06-26T17:00:00,2299.726,2302.981,2299.285,2301.839
2024-06-26T18:00:00,2301.887,2302.061,2298.545,2298.918
2024-06-26T19:00:00,2298.965,2299.455,2296.872,2298.626
2024-06-26T20:00:00,2298.681,2299.223,2297.197,2298.094
2024-06-26T22:00:00,2298.442,2299.047,2298.113,2298.262
2024-06-26T23:00:00,2298.264,2298.592,2296.763,2298.402
2024-06-27T00:00:00,2298.412,2300.1,2297.858,2298.96
2024-06-27T01:00:00,2299.015,2299.73,2296.806,2297.776
2024-06-27T02:00:00,2297.77,2300.047,2297.758,2299.295
2024-06-27T03:00:00,2299.298,2299.867,2298.009,2298.932
2024-06-27T04:00:00,2298.934,2301.134,2298.7,2300.499
2024-06-27T05:00:00,2300.501,2300.585,2296.751,2297.526
2024-06-27T06:00:00,2297.537,2303.386,2296.429,2301.213
2024-06-27T07:00:00,2301.163,2302.522,2299.949,2302.26
2024-06-27T08:00:00,2302.213,2308.364,2301.965,2307.532
2024-06-27T09:00:00,2307.525,2313.781,2307.255,2312.587
2024-06-27T10:00:00,2312.553,2315.511,2312.231,2315.082
2024-06-27T11:00:00,2315.131,2317.891,2313.294,2317.02
2024-06-27T12:00:00,2316.975,2325.81,2316.028,2322.833
2024-06-27T13:00:00,2322.802,2324.967,2319.473,2323.302
2024-06-27T14:00:00,2323.221,2330.936,2322.613,2328.973
2024-06-27T15:00:00,2329.0,2330.873,2325.052,2327.436
2024-06-27T16:00:00,2327.401,2328.283,2323.915,2325.397
2024-06-27T17:00:00,2325.442,2328.043,2324.197,2325.82
2024-06-27T18:00:00,2325.778,2326.419,2322.395,2326.222
2024-06-27T19:00:00,2326.225,2327.669,2325.588,2325.951
2024-06-27T20:00:00,2325.917,2328.529,2325.38,2327.869
2024-06-27T22:00:00,2327.49,2327.586,2325.879,2326.838
2024-06-27T23:00:00,2326.833,2327.91,2326.426,2327.72
2024-06-28T00:00:00,2327.665,2328.269,2321.392,2321.662
2024-06-28T01:00:00,2321.656,2324.448,2319.005,2320.29
2024-06-28T02:00:00,2320.236,2324.176,2319.813,2323.666
2024-06-28T03:00:00,2323.692,2325.02,2320.756,2321.715
2024-06-28T04:00:00,2321.787,2321.85,2319.712,2321.191
2024-06-28T05:00:00,2321.183,2326.994,2320.898,2325.725
2024-06-28T06:00:00,2325.676,2328.135,2325.07,2327.361
2024-06-28T07:00:00,2327.409,2328.85,2324.78,2327.139
2024-06-28T08:00:00,2327.153,2331.947,2326.43,2328.695
2024-06-28T09:00:00,2328.684,2330.351,2327.221,2330.315
2024-06-28T10:00:00,2330.323,2336.768,2329.33,2335.772
2024-06-28T11:00:00,2335.817,2337.147,2333.294,2333.938
2024-06-28T12:00:00,2333.909,2339.357,2331.149,2335.496
2024-06-28T13:00:00,2335.441,2339.809,2326.659,2330.29
2024-06-28T14:00:00,2330.337,2333.65,2322.841,2326.438
2024-06-28T15:00:00,2326.481,2330.383,2324.156,2328.592
2024-06-28T16:00:00,2328.638,2332.518,2327.672,2329.919
2024-06-28T17:00:00,2330.032,2332.713,2326.383,2326.815
2024-06-28T18:00:00,2326.869,2328.406,2325.33,2325.802
2024-06-28T19:00:00,2325.795,2326.237,2322.932,2325.004
2024-06-28T20:00:00,2324.973,2326.829,2322.837,2326.638
2024-06-30T22:00:00,2322.849,2325.879,2322.84,2324.521
2024-06-30T23:00:00,2324.529,2326.158,2323.087,2324.93
2024-07-01T00:00:00,2324.951,2325.286,2322.103,2324.835
2024-07-01T01:00:00,2324.766,2328.501,2323.467,2327.837
2024-07-01T02:00:00,2327.785,2327.785,2324.428,2326.615
2024-07-01T03:00:00,2326.605,2327.588,2324.453,2324.746
2024-07-01T04:00:00,2324.729,2326.051,2321.383,2323.578
2024-07-01T05:00:00,2323.532,2323.981,2318.438,2321.794
2024-07-01T06:00:00,2321.795,2328.974,2321.287,2326.447
2024-07-01T07:00:00,2326.4,2326.933,2323.628,2323.683
2024-07-01T08:00:00,2323.652,2326.211,2321.84,2325.749
2024-07-01T09:00:00,2325.75,2329.435,2325.403,2327.407
2024-07-01T10:00:00,2327.392,2332.444,2327.392,2332.426
2024-07-01T11:00:00,2332.469,2338.248,2332.026,2338.132
2024-07-01T12:00:00,2338.164,2338.484,2327.136,2327.427
2024-07-01T13:00:00,2327.462,2334.115,2322.549,2326.867
2024-07-01T14:00:00,2327.029,2334.241,2319.177,2324.014
2024-07-01T15:00:00,2324.056,2328.972,2323.006,2327.713
2024-07-01T16:00:00,2327.707,2331.879,2326.605,2328.097
2024-07-01T17:00:00,2328.115,2329.868,2326.734,2329.266
2024-07-01T18:00:00,2329.23,2330.732,2326.977,2329.935
2024-07-01T19:00:00,2329.977,2331.445,2328.921,2330.899
2024-07-01T20:00:00,2330.974,2332.389,2330.854,2331.638
2024-07-01T22:00:00,2332.521,2332.521,2331.298,2331.832
2024-07-01T23:00:00,2331.813,2332.549,2331.671,2332.222
2024-07-02T00:00:00,2332.216,2333.887,2331.735,2333.095
2024-07-02T01:00:00,2333.064,2334.172,2331.086,2334.008
2024-07-02T02:00:00,2334.043,2334.301,2331.216,2332.281
2024-07-02T03:00:00,2332.276,2332.659,2325.708,2326.033
2024-07-02T04:00:00,2326.036,2327.863,2324.871,2327.264
2024-07-02T05:00:00,2327.25,2330.801,2326.302,2329.855
2024-07-02T06:00:00,2329.919,2331.783,2327.608,2330.469
2024-07-02T07:00:00,2330.437,2330.901,2323.26,2330.679
2024-07-02T08:00:00,2330.735,2332.455,2328.376,2331.156
2024-07-02T09:00:00,2331.183,2331.896,2324.1,2324.88
